,Name,Ratings,Reviews,Industry,HQ,Number_of_employees
3961,Xplore-Tech Services,3.0,185,BPO,Kolkata +9 more,201-500 Employees
3962,Pharmarack Technologies,3.8,185,IT Services & Consulting,Pune +31 more,51-200 Employees
3963,Immacule Life Sciences,4.2,185,Pharma,Nalagarh +9 more,201-500 Employees
3964,Axis Finance,4.0,185,NBFC,Mumbai +50 more,1k-5k Employees
3965,Alghanim International,4.1,185,Engineering & Construction,Kuwait City +11 more,10k-50k Employees (Global)
3966,L&T Heavy Civil Infrastructure,4.2,185,Engineering & Construction,Surat +33 more,5k-10k Employees
3967,Guiltfree Industries,3.7,185,FMCG,Kolkata +43 more,201-500 Employees
3968,Gopaljee Dairy Foods,4.0,185,Food Processing,Noida +27 more,501-1k Employees
3969,Amelia,2.9,185,Bengaluru/Bangalore +5 more,Bengaluru/Bangalore +5 more,
3970,Intertrust Group,3.6,185,Financial Services,Bengaluru/Bangalore +5 more,Bengaluru/Bangalore +5 more
3971,Rubicon Research,3.4,185,Clinical Research,Atlanta +12 more,201-500 Employees
3972,PPD,4.1,185,Pharma,Waltham +11 more,1k-5k Employees
3973,Kent plc,4.4,185,Oil & Gas,Dubai +21 more,501-1k Employees
3974,Simpa Energy,4.3,184,Power,Bangalore +29 more,51-200 Employees
3975,KiwiTech,3.5,184,IT Services & Consulting,Delhi +3 more,501-1k Employees
3976,Balaji Enterprises,4.0,184,Real Estate,Mumbai +56 more,11-50 Employees
3977,Scaleneworks,3.6,184,Recruitment,Bangalore +19 more,501-1k Employees
3978,Allahabad Bank,4.2,184,Banking,Chennai +53 more,10k-50k Employees
3979,ARCIS e Services,3.6,184,BPO,Gurgaon +9 more,201-500 Employees
3980,Shopclues,4.0,184,Internet,Gurgaon +7 more,1k-5k Employees
3981,Incture Technologies,2.6,184,IT Services & Consulting,Banglore +6 more,501-1k Employees
3982,RM Education Solutions,3.6,184,Education & Training,Thiruvananthapuram +7 more,1k-5k Employees
3983,TALENTEDGE,3.2,184,EdTech,Mumbai +10 more,201-500 Employees
3984,Brink's,4.2,184,Logistics,Farmers Branch +33 more,201-500 Employees
3985,Inventys Research,4.2,184,Chemicals,Mumbai +3 more,201-500 Employees
3986,Galaxy Weblinks,3.9,184,IT Services & Consulting,Indore +7 more,501-1k Employees
3987,Model N,4.8,184,Software Product,San Mateo,501-1k Employees
3988,GlobalStep,3.4,184,IT Services & Consulting,Dallas +4 more,501-1k Employees
3989,Canvera,3.2,184,Printing & Publishing,Bangalore +25 more,501-1k Employees
3990,NIKE,4.4,184,Fashion & Textile,Beaverton +36 more,1k-5k Employees
3991,Som Autotech,3.9,184,Auto Components,Aurangabad +15 more,201-500 Employees
3992,Vacmet India,4.1,184,Packaging,Agra +13 more,501-1k Employees
3993,Apollo Diagnostics,4.1,184,Healthcare,Hyderabad +48 more,201-500 Employees
3994,Sandvik Mining and Rock Technology,4.2,184,Industrial Machinery,Udaipur +21 more,1k-5k Employees
3995,Chandan Steel,3.5,184,Metals & Mining,Mumbai +15 more,11-50 Employees
3996,MEP Infrastructure Developers,3.5,184,Engineering & Construction,Mumbai +21 more,1k-5k Employees
3997,Casio India Company,2.8,184,Consumer Electronics & Appliances,Delhi/NCR +21 more,501-1k Employees
3998,Sajjan India,3.7,184,Chemicals,Mumbai +9 more,51-200 Employees
3999,Atmecs Technologies,3.5,184,IT Services & Consulting,Santa Clara +4 more,1k-5k Employees
4000,Ensono,4.2,184,IT Services & Consulting,Downers Grove +7 more,1k-5k Employees
4001,AvenData GmbH,3.6,183,IT Services & Consulting,Berlin +9 more,51-200 Employees
4002,Marathon Realty,4.2,183,Real Estate,Mumbai +6 more,201-500 Employees
4003,Kamineni Hospitals,4.1,183,Healthcare,Hyderabad/Secunderabad +6 more,1k-5k Employees
4004,Regency Hospital,4.0,183,Healthcare,Kanpur +7 more,1k-5k Employees
4005,Sri Gopikrishna Infrastructure,3.7,183,Engineering & Construction,Hyderabad/Secunderabad +33 more,51-200 Employees
4006,AISATS,3.6,183,Aviation,Mumbai +9 more,5k-10k Employees
4007,Welspun Global Brands,3.7,183,Fashion & Textile,Mumbai +30 more,10k-50k Employees (Global)
4008,Balajee Group,3.9,183,Engineering & Construction,Mumbai +33 more,51-200 Employees
4009,Indo Amines,3.3,183,Chemicals,Thane +7 more,201-500 Employees
4010,Presto Infosolutions,3.8,183,Hardware & Networking,Delhi/NCR +41 more,501-1k Employees
4011,Chennai Petroleum Corporation,4.5,183,Oil & Gas,Chennai +8 more,1k-5k Employees
4012,Lumax Auto Technologies Ltd,4.0,183,Auto Components,Delhi/NCR +13 more,501-1k Employees
4013,Azmeel Contracting,3.3,183,Engineering & Construction,Al Jubail +9 more,1k-5k Employees
4014,Brane Enterprises,3.3,183,Software Product,Hyderabad/Secunderabad +3 more,1k-5k Employees
4015,Smartworks,3.5,183,Real Estate,Gurgaon/Gurugram +14 more,201-500 Employees
4016,Bandhan KOnnagar,3.5,183,Non-Profit,Kolkata +47 more,201-500 Employees
4017,SMS Group,4.2,182,Industrial Machinery,Düsseldorf +13 more,1k-5k Employees
4018,Aegis Logistics,4.0,182,Oil & Gas,Mumbai +24 more,1k-5k Employees
4019,Touchstone Educationals,3.3,182,Education & Training,Chandigarh +28 more,10k-50k Employees
4020,Touchstone Educationals,3.3,182,Education & Training,Chandigarh +28 more,10k-50k Employees
4021,Faiveley Transport,4.0,182,501-1k Employees,Pittsburgh +14 more,155 years old
4022,Monnet Group,4.3,182,Metals & Mining,Raipur +16 more,501-1k Employees
4023,B4S Solutions,3.9,182,Law Enforcement & Security,Ghaziabad +42 more,11-50 Employees
4024,Stelmec,3.5,182,Electronics Manufacturing,Mumbai +23 more,501-1k Employees
4025,Wanbury,3.3,182,Pharma,Mumbai +25 more,1k-5k Employees
4026,MidasCare Pharmaceuticals,3.2,182,Pharma,Mumbai +29 more,201-500 Employees
4027,Klaus IT Solutions,3.5,182,IT Services & Consulting,Bangalore/Bengaluru +6 more,1k-5k Employees
4028,The Fern Residency,3.8,182,Hospitality,Mumbai +43 more,501-1k Employees
4029,Savex Technologies,4.3,182,Other,Mumbai +38 more,1k-5k Employees
4030,Adroit Synergies,3.3,182,BPO,Noida +3 more,501-1k Employees
4031,Ceat Specialty Tyres,4.0,182,Auto Components,Mumbai +27 more,51-200 Employees
4032,Geetanjali Medical College and Hospital,4.4,182,Healthcare,Udaipur +18 more,1k-5k Employees
4033,Escalon Business Services,3.8,182,Analytics & KPO,Mohali +4 more,501-1k Employees
4034,The Co-operative Bank,4.0,182,Banking,Manchester +81 more,201-500 Employees
4035,The New India Assurance Co.,4.4,182,Insurance,Mumbai +66 more,10k-50k Employees
4036,VIKRAN Engineering & Exim,4.1,182,Engineering & Construction,Thane +41 more,51-200 Employees
4037,MJ Biopharm,3.6,182,Pharma,Mumbai +7 more,201-500 Employees
4038,Lumino Industries,3.5,182,Electrical Equipment,Kolkata +23 more,51-200 Employees
4039,Oriental Carbon & Chemicals,4.2,182,Chemicals,Noida +11 more,201-500 Employees
4040,Normet,3.8,181,Industrial Machinery,Espoo +15 more,1k-5k Employees
4041,Knoldus Inc,4.0,181,IT Services & Consulting,Mississauga +3 more,51-200 Employees
4042,ARCADIS,4.3,181,IT Services & Consulting,Amsterdam +23 more,1k-5k Employees
4043,Qatar Petroleum,4.4,181,Oil & Gas,Doha +10 more,501-1k Employees
4044,Global Hospital Pune India,4.0,181,51-200 Employees,Pune +16 more,12 years old
4045,Ashok Iron Works,3.5,181,Industrial Machinery,Belagavi/Belgaum +3 more,1k-5k Employees
4046,VAYA Finserv,4.2,181,Financial Services,Hyderabad +42 more,1k-5k Employees
4047,TimesPro,3.5,181,Education & Training,Mumbai +22 more,501-1k Employees
4048,HDFC Asset Management Company,3.9,181,1k-5k Employees,Mumbai +74 more,Public
4049,Kotak Mahindra General Insurance,3.8,181,Insurance,Mumbai +42 more,501-1k Employees
4050,Aspiro Pharma,3.6,181,Pharma,Bangalore +2 more,51-200 Employees
4051,Kd Logistics,4.0,181,Logistics,Mumbai +29 more,1k-5k Employees
4052,Enphase Energy,3.3,181,Power,Fremont +5 more,501-1k Employees
4053,Netenrich Technologies,3.8,181,Software Product,San Jose +5 more,501-1k Employees
4054,Vitesco Technologies,4.2,181,Auto Components,Hannover +5 more,1k-5k Employees
4055,Brawn Laboratories,3.3,181,Healthcare,Delhi/NCR +9 more,501-1k Employees
4056,Genisys Group,3.7,181,IT Services & Consulting,London +6 more,1k-5k Employees (Global)
4057,Toyota Material Handling,3.7,180,Industrial Machinery,Gurgaon/Gurugram +25 more,201-500 Employees
4058,STYLAM Industries,3.4,180,Engineering & Construction,Chandigarh +24 more,201-500 Employees
4059,Internshala,4.0,180,Internet,Gurgaon +22 more,5k-10k Employees
4060,Sundaram Motors,4.1,180,Automobile,Chennai +26 more,51-200 Employees
4061,Income Tax Department India,4.4,180,Government,Delhi/NCR +71 more,1k-5k Employees (Global)
4062,Danone Foods Beverages,3.7,180,Food Processing,Paris +38 more,501-1k Employees
4063,Tudip Technologies,3.0,180,IT Services & Consulting,Pune +3 more,501-1k Employees
4064,Shivani Locks,3.7,180,Industrial Machinery,Faridabad +8 more,1k-5k Employees
4065,Raksha TPA,3.9,180,Insurance,Delhi/NCR +20 more,201-500 Employees
4066,Fortune Park Hotels,4.0,180,Hospitality,Gurgaon +39 more,5k-10k Employees (Global)
4067,Ninestars Information Technologies,3.3,180,IT Services & Consulting,Bangalore +10 more,501-1k Employees
4068,Sakata Inx,4.2,180,Chemicals,Gurgaon/Gurugram +11 more,501-1k Employees
4069,Keihin India Manufacturing,4.2,180,Auto Components,Tokyo +8 more,51-200 Employees
4070,FOX Solutions,3.7,180,Industrial Machinery,Nasik/Nashik +14 more,201-500 Employees
4071,Clean Harbors,3.4,180,IT Services & Consulting,Hyderabad/Secunderabad +3 more,501-1k Employees
4072,Niine,4.0,180,Beauty & Personal Care,Gurgaon +49 more,201-500 Employees
4073,Hindustan Latex Family Planning Promotion Trust,3.6,180,Healthcare,Noida +52 more,1k-5k Employees
4074,eligarf Technologies,4.4,180,Emerging Technologies,London +2 more,201-500 Employees
4075,American Express Global Business Travel,4.1,180,Travel & Tourism,New York +12 more,1k-5k Employees
4076,Teleindia Networks,4.0,179,Telecom,Bangalore/Bengaluru +20 more,51-200 Employees
4077,AIG,4.1,179,Insurance,New York +11 more,10k-50k Employees
4078,Binary Semantics,3.8,179,IT Services & Consulting,Gurugram +7 more,501-1k Employees
4079,PCS Technology,3.8,179,IT Services & Consulting,Pune +44 more,1k-5k Employees
4080,Tata Housing Development Company,4.1,179,Real Estate,Mumbai +21 more,1k-5k Employees
4081,Medline Industries,4.0,179,Medical Equipment,Northfield +5 more,1k-5k Employees
4082,La-Gajjar Machineries,4.1,179,Electronics Manufacturing,Ahmedabad +25 more,51-200 Employees
4083,Airbnb,4.1,179,Internet,San Francisco +7 more,1k-5k Employees
4084,e-Centric Solutions,3.3,179,IT Services & Consulting,Hyderabad +30 more,201-500 Employees
4085,e-Procurement Technologies,3.4,179,IT Services & Consulting,Ahmedabad +17 more,501-1k Employees
4086,General Energy Management Systems,4.0,179,Industrial Machinery,Noida +39 more,501-1k Employees
4087,Balrampur Chini Mills,4.0,179,Food Processing,Kolkata +15 more,1k-5k Employees
4088,Deen Dayal Upadhyaya Grameen Kaushalya Yojana,4.1,179,Government,New Delhi +76 more,501-1k Employees
4089,Parle Elizabeth Tools,3.7,179,Industrial Machinery,Mumbai +9 more,201-500 Employees
4090,ExcelR Solutions,4.6,179,Education & Training,Houston +7 more,201-500 Employees
4091,Trivitron Healthcare,3.7,179,Medical Equipment,Chennai +16 more,501-1k Employees
4092,Shipco Transport,3.9,178,Logistics,Hoboken +4 more,501-1k Employees
4093,National Highways Authority of India,4.0,178,Engineering & Construction,Delhi/NCR +93 more,5k-10k Employees (Global)
4094,Prione Business Services,4.4,178,Retail,Bangalore/Bengaluru +24 more,501-1k Employees
4095,Innoplexus,4.1,178,IT Services & Consulting,Eschborn,201-500 Employees
4096,Novozymes South Asia,4.1,178,Biotechnology,Bagsværd +8 more,501-1k Employees
4097,Cogenthub,3.1,178,BPO,Kolkata +3 more,51-200 Employees
4098,Pmkvy,4.3,178,Education & Training,Delhi/NCR +79 more,1-10 Employees
4099,Radheya Machining,3.6,178,Industrial Machinery,Pune +13 more,51-200 Employees
4100,PC Financial Services,3.8,178,Financial Services,Gurgaon/Gurugram +3 more,201-500 Employees
4101,SpeedLabs,3.5,178,EdTech,Kolkata +15 more,201-500 Employees
4102,S G Encon,3.5,178,Engineering & Construction,New Delhi +34 more,10k-50k Employees
4103,Aujas Cybersecurity,4.0,178,Software Product,Bengaluru/Bangalore +8 more,501-1k Employees
4104,Technocon Services,3.3,178,Telecom,Kolkata +23 more,51-200 Employees
4105,HPM Chemicals & Fertilizers,4.6,178,Agro Chemicals,Kolkata +35 more,501-1k Employees
4106,Indifi Technologies,3.8,178,Financial Services,Gurgaon/Gurugram +6 more,501-1k Employees
4107,Spectraforce Technologies,3.6,178,Recruitment,Hyderabad/Secunderabad +9 more,501-1k Employees
4108,Flexituff Ventures International,3.9,177,Packaging,Kolkata +11 more,51-200 Employees
4109,Grassroots BPO,3.8,177,BPO,Bengaluru/Bangalore +7 more,501-1k Employees
4110,NBCC,4.0,177,Real Estate,Kolkata +28 more,1k-5k Employees
4111,eBIZ.com,4.1,177,EdTech,Kolkata +23 more,51-200 Employees
4112,Duroshox,3.6,177,Auto Components,Pune +2 more,51-200 Employees
4113,Anu Industries,3.6,177,Packaging,Gurgaon/Gurugram +13 more,201-500 Employees
4114,Reliance Securities,3.8,177,Financial Services,Kolkata +43 more,501-1k Employees
4115,Varmora Granito,4.3,177,Building Material,Kolkata +49 more,51-200 Employees
4116,Acg Pam Pharma Technologies,4.0,177,Packaging,Mumbai +9 more,1k-5k Employees
4117,Muthoot Housing Finance Company,4.2,177,NBFC,Mumbai +65 more,501-1k Employees
4118,Arun Excello,3.7,177,Real Estate,Chennai +13 more,501-1k Employees
4119,Health & Glow,4.1,177,Beauty & Personal Care,Kolkata +12 more,201-500 Employees
4120,Borgwarner Emission System,4.0,177,Auto Components,Auburn Hills +10 more,1k-5k Employees
4121,Fiat Chrysler Automobiles,3.6,177,Automobile,London +12 more,1k-5k Employees
4122,Vinati Organics,3.8,177,Chemicals,Mumbai +10 more,501-1k Employees
4123,Resonance Eduventures,4.0,177,EdTech,Kota +35 more,51-200 Employees
4124,Dayal Fertilizers,4.3,177,Agro Chemicals,Meerut +38 more,201-500 Employees
4125,Azentio,3.3,177,Software Product,Singapore +14 more,1k-5k Employees
4126,JSG Group,3.5,176,Auto Components,Kundli +9 more,51-200 Employees
4127,Star Wire India,4.2,176,Industrial Machinery,Faridabad +2 more,501-1k Employees
4128,Avontix,4.1,176,IT Services & Consulting,Hyderabad/Secunderabad +2 more,51-200 Employees
4129,Vishvaraj Infrastructure,4.1,176,Waste Management,Nagpur +33 more,201-500 Employees
4130,Empower Pragati,3.3,176,Education & Training,Delhi/NCR +50 more,201-500 Employees
4131,VisionTek,3.7,176,Telecom,Hyderabad/Secunderabad +24 more,501-1k Employees
4132,IDMC,4.0,176,Industrial Machinery,Vitthal Udyognagar +10 more,501-1k Employees
4133,Government of Andhra Pradesh,3.7,176,Government,Velagapudi +54 more,1 Lakh+ Employees
4134,Biotique,3.9,176,Biotechnology,Ghaziabad +21 more,501-1k Employees
4135,Wings Biotech,3.8,176,Pharma,Delhi/NCR +26 more,1k-5k Employees
4136,Msn Life Sciences,4.3,176,Chegunta +7 more,Chegunta +7 more,
4137,Nippon Express,4.3,176,Logistics,Tokyo +28 more,501-1k Employees
4138,Nuberg Engineering,3.6,176,Industrial Machinery,Noida +11 more,501-1k Employees
4139,Nalco,3.9,176,Metals & Mining,Bhubaneswar +11 more,5k-10k Employees
4140,Blowhorn,3.7,176,Logistics,Bangalore +16 more,501-1k Employees
4141,Reecomps Teleservices,3.8,176,Telecom,Allahabad +39 more,1k-5k Employees (Global)
4142,SRM Technologies Pvt.Ltd,3.6,176,IT Services & Consulting,Chennai +11 more,1k-5k Employees
4143,Dbs Mintek,3.3,176,Financial Services,Pune +14 more,1k-5k Employees
4144,CR Asia,4.1,176,Oil & Gas,Bangkok +10 more,201-500 Employees
4145,Annexmed,3.4,176,BPO,Chennai +4 more,1k-5k Employees
4146,Home Centre,4.2,176,Furniture & Furnishing,Dubai +32 more,11-50 Employees
4147,Piramal Foundation,4.2,176,Non-Profit,Mumbai +49 more,11-50 Employees
4148,MR.DIY,3.3,176,Retail,Mumbai +39 more,51-200 Employees
4149,Charak Pharma,3.8,176,Healthcare,Mumbai +34 more,501-1k Employees
4150,Lapiz Digital Services,3.2,176,BPO,Chennai +3 more,501-1k Employees
4151,Hill International,4.0,175,Engineering & Construction,Philadelphia +20 more,201-500 Employees
4152,Raj Petro Specialities,4.1,175,Oil & Gas,Mumbai +23 more,501-1k Employees
4153,ASUS,4.5,175,Consumer Electronics & Appliances,Beitou District +41 more,501-1k Employees
4154,eMudhra,3.5,175,Software Product,Bangalore/Bengaluru +14 more,501-1k Employees
4155,SA Infrastructure Consultants,3.8,175,Engineering & Construction,Noida +41 more,1k-5k Employees
4156,Sphinx Worldbiz,3.6,175,Engineering & Construction,Frankfurt am Main +10 more,201-500 Employees
4157,DSM Infocom,2.4,175,IT Services & Consulting,Heerlen +37 more,1k-5k Employees
4158,Dentsu Aegis Network,3.6,175,Marketing & Advertising,London +12 more,1k-5k Employees
4159,Ican BPO,4.5,175,BPO,Thane +3 more,501-1k Employees
4160,Laxmi Civil Engineering Services,4.3,175,Engineering & Construction,Kolhapur +37 more,201-500 Employees
4161,ASUS,4.5,175,Consumer Electronics & Appliances,Beitou District +41 more,501-1k Employees
4162,eMudhra,3.5,175,Software Product,Bangalore/Bengaluru +14 more,501-1k Employees
4163,Bacardi,4.0,175,Beverage,Hamilton +45 more,201-500 Employees
4164,Claris Lifesciences Ahmedabad,4.2,175,Healthcare,Ahmedabad +17 more,1k-5k Employees
4165,Radnik Exports,3.9,175,Fashion & Textile,Delhi/NCR +5 more,201-500 Employees
4166,Abu Dhabi National Hotels,4.3,175,Hospitality,Abu Dhabi +11 more,51-200 Employees
4167,MUNDRA SOLAR TECHNOPARK,4.1,175,Industrial Machinery,Ahmedabad +17 more,201-500 Employees
4168,Bonn Group,3.6,175,Food Processing,Ludhiana +18 more,501-1k Employees
4169,Rakon,3.5,175,Electronics Manufacturing,Bangalore/Bengaluru +4 more,201-500 Employees
4170,KLJ GROUP,3.5,175,Petrochemicals,New Delhi +15 more,1k-5k Employees
4171,ICICI Merchant Service,3.8,175,Banking,Mumbai +46 more,501-1k Employees
4172,Sraco,4.0,175,Engineering & Construction,Dammam +18 more,10k-50k Employees (Global)
4173,ITC Limited - Paperboards Specialty Papers Division,3.8,175,Packaging,Secunderabad +12 more,501-1k Employees
4174,Zucol Group,3.0,175,IT Services & Consulting,Gurgaon/Gurugram +8 more,501-1k Employees
4175,FarEye,2.8,174,IT Services & Consulting,Noida +3 more,501-1k Employees
4176,Oncquest Laboratories,3.7,174,Healthcare,Delhi/NCR +24 more,201-500 Employees
4177,Sunera Technologies,3.6,174,IT Services & Consulting,Troy +3 more,1k-5k Employees
4178,CBSI,3.8,174,Recruitment,Bangalore/Bengaluru +13 more,501-1k Employees
4179,APM Terminals,4.4,174,Ports & Shipping,The Hague +17 more,501-1k Employees
4180,Oncquest Laboratories,3.7,174,Healthcare,Chennai +24 more,201-500 Employees
4181,Sunera Technologies,3.6,174,IT Services & Consulting,Hyderabad/Secunderabad +3 more,1k-5k Employees
4182,MAN Truck & Bus,3.8,174,Automobile,Chennai +18 more,201-500 Employees
4183,ICT Service Management Solutions,3.6,174,IT Services & Consulting,Chennai +9 more,51-200 Employees
4184,Aqualite India,3.8,174,Fashion & Textile,New Delhi +20 more,1k-5k Employees
4185,The Institute Of Chartered Accountants,4.2,174,Education & Training,Chennai +44 more,51-200 Employees
4186,Hiranandani Financial Services,4.2,174,NBFC,Chennai +47 more,201-500 Employees
4187,Netaxis IT Solutions,3.5,174,IT Services & Consulting,Chennai +2 more,1-10 Employees
4188,Infoesearch Ites,3.1,174,Media & Entertainment,Hyderabad/Secunderabad +6 more,501-1k Employees
4189,Feedback Energy Distribution Company,3.3,174,Power,Bhubaneswar +31 more,201-500 Employees
4190,Link Group,3.9,174,Financial Services,Mumbai +6 more,51-200 Employees
4191,IBM Info Services,4.1,174,IT Services & Consulting,Chennai +21 more,501-1k Employees
4192,Flipkart Wholesale,4.0,174,11-50 Employees,Bengaluru/Bangalore +45 more,Bengaluru/Bangalore +45 more
4193,UST BlueConch Technologies,3.6,174,Software Product,Pune +4 more,Pune +4 more
4194,Ritz-Carlton,4.2,173,Hospitality,Bengaluru/Bangalore +15 more,501-1k Employees
4195,Faasos Food Services,3.9,173,Internet,Chennai +17 more,1k-5k Employees
4196,Sudhir Power,3.8,173,Power,Gurgaon/Gurugram +29 more,1k-5k Employees
4197,Pace Power Systems,3.3,173,Electrical Equipment,Chennai +39 more,501-1k Employees
4198,Kalyani Forge,3.0,173,Iron & Steel,Pune +3 more,501-1k Employees
4199,UGC Supply Chain Solutions,3.5,173,Logistics,Pune +19 more,11-50 Employees
4200,Star Engineers India,3.2,173,Auto Components,Pune +10 more,1k-5k Employees
4201,Emerald Jewel Industry India,3.8,173,Jewellery,Coimbatore +10 more,51-200 Employees
4202,Ushodaya Enterprises,4.0,173,FMCG,Hyderabad +25 more,51-200 Employees
4203,Preethi Kitchen Appliances,4.4,173,Electronics Manufacturing,Chennai +39 more,1k-5k Employees
4204,Della Adventure Resort,3.8,173,Hospitality,Lonavla +12 more,501-1k Employees
4205,Cummins Generator Technologies,4.4,173,Industrial Machinery,Ahmednagar +16 more,5k-10k Employees
4206,State Street Global Advisors,3.8,173,501-1k Employees,Boston +4 more,46 years old
4207,Singareni Collieries Company,4.2,173,Metals & Mining,Hyderabad +16 more,10k-50k Employees
4208,Walking Tree,4.1,173,IT Services & Consulting,Hyderabad +7 more,201-500 Employees
4209,Tops Security,4.1,173,Law Enforcement & Security,Mumbai +27 more,51-200 Employees
4210,Modern V.R. Security Force,4.2,173,Law Enforcement & Security,Mumbai +44 more,51-200 Employees
4211,Wellness Forever Lifestyle Chemist,4.0,173,Retail,Mumbai +29 more,1k-5k Employees
4212,SEABIRD LOGISOLUTIONS,3.6,173,Logistics,Mumbai +22 more,51-200 Employees
4213,Berar Finance,4.1,173,NBFC,Nagpur +57 more,1k-5k Employees
4214,ExpertCallers,3.6,173,BPO,Bengaluru/Bangalore +6 more,1k-5k Employees
4215,Ibis,4.5,173,Hospitality,Gurgaon/Gurugram +25 more,1-10 Employees
4216,Shalina Healthcare,3.4,173,Pharma,Dubai +8 more,201-500 Employees
4217,Vishay Components,4.0,173,Electronics Manufacturing,Malvern +6 more,201-500 Employees
4218,Kinetic Engineering,3.6,173,Auto Components,Pune +9 more,501-1k Employees
4219,Synokem Pharmaceuticals,3.8,173,Pharma,New Delhi +13 more,201-500 Employees
4220,NOVO Medisciences,3.0,172,Pharma,Mumbai +20 more,201-500 Employees
4221,Advids,3.7,172,Marketing & Advertising,Palo Alto +10 more,201-500 Employees
4222,FICO,4.0,172,Analytics & KPO,San Jose +5 more,1k-5k Employees
4223,Confederation of Indian Industry,3.4,172,Law Enforcement & Security,Delhi/NCR +30 more,5k-10k Employees
4224,Shreya Life Sciences,3.5,172,Pharma,Mumbai +34 more,501-1k Employees
4225,Citizens Alliance,4.5,172,501-1k Employees (Global),Noida +5 more,9 years old
4226,J. C. Penney,4.2,172,Retail,Plano +7 more,501-1k Employees
4227,SNS College of Engineering,4.9,172,Education & Training,Coimbatore,501-1k Employees
4228,Zamil Steel Buildings India,4.1,172,Engineering & Construction,Pune +16 more,201-500 Employees
4229,OnMobile Global,3.8,172,Telecom,Bangalore +13 more,501-1k Employees
4230,Aditya Birla Memorial Hospital,3.6,172,Healthcare,Pune +6 more,1k-5k Employees (Global)
4231,JNET Technologies,4.2,172,IT Services & Consulting,Hyderabad/Secunderabad +23 more,501-1k Employees
4232,Ceragon Networks,4.5,172,Telecom,Tel Aviv +28 more,501-1k Employees
4233,Milk Mantra Dairy,3.6,172,Food Processing,Bhubaneswar +17 more,201-500 Employees
4234,BuildAHome,4.8,172,Engineering & Construction,Bangalore/Bengaluru +3 more,51-200 Employees
4235,Keller Ground Engineering,4.0,172,Engineering & Construction,London +22 more,501-1k Employees
4236,Radium Creation,3.2,172,Jewellery,Navi Mumbai +6 more,501-1k Employees
4237,Rinder India,3.7,172,Automobile,Pune +7 more,201-500 Employees
4238,SBI Payment Services,4.2,172,Financial Services,Mumbai +78 more,1k-5k Employees
4239,Yutika Natural,4.0,172,Indore +30 more,Indore +30 more,
4240,Trigyn Technologies,3.5,172,501-1k Employees,Edison +11 more,Public
4241,MITA,3.4,172,Industrial Machinery,Cambridge +7 more,51-200 Employees
4242,Microlink Solutions Private Limited,3.5,172,IT Services & Consulting,Ahmedabad +19 more,201-500 Employees
4243,CEC International,4.6,171,Engineering & Construction,Taipei +14 more,201-500 Employees
4244,IIHT,4.1,171,1k-5k Employees,Bangalore/Bengaluru +23 more,31 years old
4245,TRINAMIX,4.4,171,IT Services & Consulting,San Jose +4 more,201-500 Employees
4246,ECOS (I) MOBILITY & HOSPITALITY,4.3,171,Sports & Recreation,New Delhi +12 more,501-1k Employees
4247,TomTom,4.1,171,IT Services & Consulting,Amsterdam +1 more,501-1k Employees
4248,Trimble,4.4,171,IT Services & Consulting,Sunnyvale +13 more,1k-5k Employees
4249,ShopX,4.3,171,Internet,Bangalore +29 more,201-500 Employees
4250,Pha India,3.6,171,Auto Components,Sriperumbudur +7 more,1k-5k Employees
4251,Emmvee Photovoltaic Power,4.1,171,Power,Bengaluru +4 more,501-1k Employees
4252,Rucha Engineers,3.7,171,Industrial Machinery,Ghaziabad +10 more,501-1k Employees
4253,Avis,4.0,171,Internet,Parsippany +19 more,1k-5k Employees
4254,Chhatrapati Shivaji International Airport,4.2,171,Real Estate,Mumbai +6 more,1k-5k Employees
4255,Hero Housing Finance,3.9,171,Financial Services,New Delhi +49 more,501-1k Employees
4256,HIVELOOP LOGISTICS,4.3,171,Bengaluru/Bangalore +63 more,Bengaluru/Bangalore +63 more,
4257,ICRA Analytics,4.0,171,Analytics & KPO,Kolkata +3 more,501-1k Employees
4258,KANINI Software Solutions,4.3,171,IT Services & Consulting,Nashville +4 more,501-1k Employees
4259,Rehau Polymers,3.6,171,Engineering & Construction,Singapore +19 more,501-1k Employees
4260,Rehau Polymers,3.6,171,Engineering & Construction,Singapore +19 more,501-1k Employees
4261,ECOS (I) MOBILITY & HOSPITALITY,4.3,171,Sports & Recreation,New Delhi +12 more,501-1k Employees
4262,ICRA Analytics,4.0,171,Analytics & KPO,Kolkata +3 more,501-1k Employees
4263,Jakson Green,4.9,171,Noida +18 more,Noida +18 more,
4264,Teleone,3.8,170,Internet,Delhi/NCR +17 more,501-1k Employees
4265,Hindustan Pencils,4.2,170,FMCG,Mumbai +41 more,201-500 Employees
4266,Kraft Heinz Company,4.5,170,Food Processing,Mumbai +30 more,501-1k Employees
4267,Med Manor Organics,3.4,170,Pharma,Hyderabad/Secunderabad +29 more,51-200 Employees
4268,Impresario Entertainment & Hospitality,3.9,170,Travel & Tourism,Mumbai +14 more,1k-5k Employees
4269,Triveni Turbines,3.8,170,Electrical Equipment,Bangalore/Bengaluru +12 more,501-1k Employees
4270,PurpleTalk,4.0,170,Gaming,Dallas +4 more,501-1k Employees
4271,Dev Information Technology,3.8,170,IT Services & Consulting,Ahmedabad +29 more,501-1k Employees
4272,New Allenberry Works,3.4,170,Power,Faridabad +8 more,201-500 Employees
